rowid,kepid,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,TARGET
,5621294,FALSE POSITIVE,,,1.0,0.0,0.0,,0.0000000470,-0.0000000470,131.8411582000,0.0000409000,-0.0000409000,0.5400000000,5.0000000000,-4.0000000000,5.0045300000,0.0021600000,,358890.0000000000,70.6000000000,-70.6000000000,205.6400000000,50.4700000000,-93.8200000000,,79148.5400000000,57817.3500000000,-59569.9500000000,,1.0000000000,,239.0000000000,-376.0000000000,,405.0000000000,-0.1080000000,,737.0000000000,,292.2192700000,40.8933300000,,
8156,6594972,,0.0,0.0,1.0,0.0,0.0,10.8191694590,0.0000003160,-0.0000003160,,0.0000238000,-0.0000238000,275.0000000000,4.0000000000,-1.0000000000,5.5026200000,0.0008000000,-0.0008000000,437140.0000000000,75.9000000000,-75.9000000000,67.7600000000,20.5200000000,-8.7500000000,850.0000000000,123.5100000000,112.4600000000,-40.6100000000,5258.2000000000,,5955.0000000000,,,4.4290000000,87.0000000000,-203.0000000000,991.0000000000,,-128.0000000000,,,14342.0000000000,1.0
8157,6595662,,,0.0,1.0,0.0,0.0,,0.0000003770,,132.5983820000,0.0001160000,-0.0001160000,359.0000000000,,-25.0000000000,3.2117800000,0.0067600000,-0.0067600000,,401.0000000000,-401.0000000000,48.8600000000,14.6700000000,-7.9000000000,1431.0000000000,989.8900000000,893.3600000000,-374.0000000000,,,6038.0000000000,,-181.0000000000,4356.0000000000,,,1076.0000000000,323.0000000000,-174.0000000000,288.5331100000,42.0476190000,14.7460000000,1.0
8158,6603765,CANDIDATE,646,0.0,0.0,0.0,0.0,19.1641110000,0.0002577000,-0.0002577000,,13.0000000000,-13.0000000000,805.0000000000,159.0000000000,,2773.0000000000,451.0000000000,-451.0000000000,215.9000000000,35.0000000000,,1.1100000000,0.1400000000,-0.0900000000,519.0000000000,17.1200000000,7.5100000000,,8.1000000000,,5103.0000000000,153.0000000000,-138.0000000000,4.6500000000,33.0000000000,,674.0000000000,88.0000000000,,291.0948500000,42.0029180000,15455.0000000000,2.0
8159,6606669,FALSE POSITIVE,0.0,,,1.0,0.0,,0.0052280000,-0.0052280000,,0.0043800000,,35.0000000000,427.0000000000,-35.0000000000,1129.0000000000,181.0000000000,-181.0000000000,153.0000000000,21.3000000000,-21.3000000000,18.6500000000,,,5119.0000000000,162048.5800000000,50852.2700000000,-99263.9400000000,9.8000000000,,4555.0000000000,54.0000000000,-68.0000000000,2346.0000000000,,-98.0000000000,15.6300000000,1868.0000000000,-5604.0000000000,291.9931600000,42.0492590000,12026.0000000000,1.0
8160,6610219,FALSE POSITIVE,0.0,0.0,1.0,0.0,,,0.0000006540,-0.0000006540,801.4552005000,0.0000248000,,,8.0000000000,-4.0000000000,10.5199000000,0.0024700000,-0.0024700000,325700.0000000000,66.6000000000,,97.1200000000,18.6400000000,-18.6500000000,1019.0000000000,,127.2200000000,-97.2700000000,5027.8000000000,1.0000000000,,83.0000000000,,4165.0000000000,159.0000000000,-0.1160000000,1448.0000000000,278.0000000000,-278.0000000000,293.0256300000,42.0013810000,13203.0000000000,
8162,7368103,FALSE POSITIVE,0.0,0.0,1.0,0.0,,2.1825151260,0.0000005080,-0.0000005080,132.3541860000,0.0001920000,-0.0001920000,,16.0000000000,-19.0000000000,,,-0.0115000000,114930.0000000000,157.0000000000,-157.0000000000,,22.3300000000,-41.5000000000,2703.0000000000,,6814.2000000000,-7764.2100000000,,1.0000000000,8051.0000000000,225.0000000000,-338.0000000000,3966.0000000000,0.2270000000,-122.0000000000,2347.0000000000,409.0000000000,-0.7600000000,293.4154100000,42.9172590000,13419.0000000000,1.0
8163,7369523,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,2.6594188880,0.0000000890,-0.0000000890,,,-0.0000275000,634.0000000000,2.0000000000,-4.0000000000,6.9841400000,0.0009300000,-0.0009300000,305230.0000000000,24.4000000000,,61.5200000000,17.9500000000,-6.0100000000,1352.0000000000,789.6900000000,692.0400000000,-227.0100000000,,1.0000000000,,,-202.0000000000,4.5000000000,0.0520000000,,932.0000000000,272.0000000000,,293.8414000000,42.9481390000,14905.0000000000,
8165,7385387,FALSE POSITIVE,0.0,0.0,0.0,1.0,1.0,1.6554605600,0.0178300000,-0.0178300000,133.1366100000,,-0.0098500000,109.0000000000,363.0000000000,-109.0000000000,3.5200000000,,-228.0000000000,125.1000000000,12.0000000000,-12.0000000000,0.9000000000,0.2000000000,-0.0800000000,1331.0000000000,743.7500000000,525.0800000000,,12.4000000000,1.0000000000,,187.0000000000,-187.0000000000,4574.0000000000,0.0270000000,-153.0000000000,0.8200000000,181.0000000000,-73.0000000000,297.7178000000,42.9893110000,,1.0
,7385478,FALSE POSITIVE,0.0,0.0,1.0,0.0,,1.6554723510,,-0.0000002880,133.1261060000,0.0001430000,-0.0001430000,836.0000000000,16.0000000000,-18.0000000000,5.0919700000,0.0086400000,,174200.0000000000,230.0000000000,-230.0000000000,125.2500000000,24.7500000000,-57.7500000000,2546.0000000000,9914.0800000000,5917.3400000000,-7368.4700000000,,1.0000000000,6725.0000000000,183.0000000000,-204.0000000000,3.8600000000,428.0000000000,-114.0000000000,2171.0000000000,429.0000000000,-1001.0000000000,297.7410900000,42.9960900000,11.4710000000,1.0
8167,8243263,FALSE POSITIVE,0.0,0.0,,,0.0,1.7592762270,0.0000000580,-0.0000000580,132.0750778000,0.0000274000,-0.0000274000,1026.0000000000,154.0000000000,-38.0000000000,3.1958500000,0.0032600000,-0.0032600000,32091.0000000000,4.6000000000,-4.6000000000,40.7900000000,14.6000000000,-4.8700000000,1861.0000000000,2828.8200000000,,-911.9800000000,,1.0000000000,6656.0000000000,,-221.0000000000,,0.0560000000,,1232.0000000000,441.0000000000,-147.0000000000,295.2252500000,,12.9840000000,1.0
8168,8244295,FALSE POSITIVE,,0.0,0.0,0.0,1.0,1.0920679200,0.0000114000,-0.0000114000,,0.0112000000,-0.0112000000,378.0000000000,0.0900000000,,1646.0000000000,309.0000000000,-309.0000000000,,18.1000000000,-18.1000000000,0.7400000000,0.0700000000,-0.0500000000,1320.0000000000,715.4600000000,245.9600000000,-163.6800000000,,2.0000000000,4856.0000000000,144.0000000000,,4609.0000000000,,-0.0540000000,,,,295.5438800000,44.1253700000,15.9240000000,1.0
8169,8256882,CANDIDATE,999,0.0,0.0,0.0,0.0,2.4119405700,,-0.0183900000,133.0184900000,0.0078000000,,,0.3900000000,,1787.0000000000,,-291.0000000000,,,,1.3500000000,0.2100000000,-0.3300000000,1654.0000000000,1771.9800000000,729.6000000000,-826.8000000000,10.6000000000,1.0000000000,,,-75.0000000000,4045.0000000000,,-87.0000000000,1594.0000000000,245.0000000000,-398.0000000000,298.8866900000,44.1158600000,,2.0
,8283875,CANDIDATE,937,,0.0,,0.0,0.8002632190,0.0022060000,-0.0022060000,132.0668400000,0.0023800000,-0.0023800000,,314.0000000000,-0.1600000000,729.0000000000,102.0000000000,-102.0000000000,170.5000000000,,,0.7700000000,0.0600000000,,,561.8400000000,162.7600000000,-167.2500000000,13.2000000000,1.0000000000,4336.0000000000,118.0000000000,-144.0000000000,4.6560000000,0.0590000000,-0.0270000000,,45.0000000000,-61.0000000000,,44.2493710000,15695.0000000000,2.0
8172,9119405,FALSE POSITIVE,0.0,1.0,,0.0,,18.6463230910,,-0.0016410000,139.0920079000,,-0.0000711000,742.0000000000,8.0000000000,-9.0000000000,8853.0000000000,0.0037500000,-0.0037500000,231000.0000000000,,-86.6000000000,213.3100000000,60.6600000000,-141.5000000000,1194.0000000000,480.5400000000,422.7300000000,-432.3600000000,2895.8000000000,1.0000000000,5786.0000000000,,-175.0000000000,3542.0000000000,752.0000000000,,3478.0000000000,989.0000000000,-2307.0000000000,300.8903200000,45.4034310000,13.7290000000,1.0
8175,9163674,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,0.7731444920,0.0000000310,-0.0000000310,131.6393074000,0.0000342000,-0.0000342000,694.0000000000,,-6.0000000000,4.0564300000,,-0.0058000000,,,-42.8000000000,107.1300000000,34.2700000000,-34.2700000000,,15791.9700000000,14884.9700000000,-9533.2800000000,2947.8000000000,1.0000000000,,177.0000000000,-243.0000000000,4038.0000000000,258.0000000000,-172.0000000000,1.9100000000,611.0000000000,-611.0000000000,,45.5183370000,13833.0000000000,1.0
8176,,FALSE POSITIVE,,,1.0,0.0,,,,-0.0062670000,149.9083800000,,-0.0001050000,658.0000000000,1.0000000000,,12.2001000000,0.0063900000,-0.0063900000,85309.0000000000,50.3000000000,-50.3000000000,51.5000000000,10.4800000000,-14.4200000000,673.0000000000,48.3600000000,29.6500000000,-25.9200000000,2499.7000000000,,6225.0000000000,170.0000000000,,4039.0000000000,266.0000000000,,,335.0000000000,-461.0000000000,297.9661300000,45.5457920000,12009.0000000000,1.0
8177,9179531,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,3.2553852890,0.0000007060,-0.0000007060,,0.0001800000,-0.0001800000,523.0000000000,7.0000000000,,5.9498000000,0.0109000000,-0.0109000000,158910.0000000000,268.0000000000,-268.0000000000,,11.8700000000,,1236.0000000000,,482.9000000000,-198.8100000000,,,,,-190.0000000000,4425.0000000000,0.1010000000,,975.0000000000,285.0000000000,,,45.5950810000,15091.0000000000,
8179,9965691,,,1.0,0.0,0.0,0.0,,0.0000805000,-0.0000805000,133.0306900000,0.0040600000,-0.0040600000,1206.0000000000,173.0000000000,-79.0000000000,,,-233.0000000000,791.6000000000,3.8000000000,,56.2300000000,11.9600000000,-17.9400000000,,393.1400000000,250.4300000000,-229.8400000000,256.3000000000,1.0000000000,6407.0000000000,174.0000000000,-174.0000000000,3888.0000000000,273.0000000000,,2191.0000000000,466.0000000000,,297.3268100000,46.8452110000,13102.0000000000,1.0
,10000490,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,1.4009918270,0.0000003100,-0.0000003100,132.4539750000,0.0001830000,-0.0001830000,,23.0000000000,,4.8798000000,0.0121000000,-0.0121000000,64104.0000000000,114.0000000000,-114.0000000000,98.1300000000,27.2400000000,-30.2900000000,,8795.3700000000,,,669.6000000000,,,,-259.0000000000,4026.0000000000,258.0000000000,-172.0000000000,,534.0000000000,-594.0000000000,286556.0000000000,46.9573400000,11.2440000000,1.0
8181,10002049,CANDIDATE,998,0.0,0.0,0.0,0.0,19.2532128000,0.0002487000,-0.0002487000,,0.0118000000,-0.0118000000,247.0000000000,208.0000000000,-247.0000000000,,404.0000000000,-404.0000000000,219.3000000000,39.6000000000,-39.6000000000,1.4200000000,0.4200000000,-0.1400000000,692.0000000000,,46.0800000000,-15.4400000000,7.4000000000,1.0000000000,6060.0000000000,162.0000000000,-198.0000000000,4495.0000000000,0.0500000000,-0.2000000000,953.0000000000,277.0000000000,-92.0000000000,287.4647500000,,15362.0000000000,2.0
,10014702,FALSE POSITIVE,0.0,,,0.0,1.0,,0.0000219000,-0.0000219000,132.0803000000,0.0185000000,-0.0185000000,,439.0000000000,-323.0000000000,3076.0000000000,262.0000000000,-262.0000000000,69.5000000000,,-6.6000000000,0.8200000000,0.2500000000,-0.0800000000,1678.0000000000,1876.5700000000,1681.1700000000,-544.5700000000,,1.0000000000,6045.0000000000,180.0000000000,-198.0000000000,,0.0500000000,-0.2000000000,955.0000000000,285.0000000000,-95.0000000000,293.1299100000,,15.1300000000,
8184,11027722,FALSE POSITIVE,0.0,,1.0,,,0.6781376650,0.0000001470,-0.0000001470,132.1383690000,0.0001840000,-0.0001840000,1263.0000000000,1109.0000000000,-162.0000000000,1.0071800000,0.0067200000,-0.0067200000,885.0000000000,2.8000000000,,30.3700000000,7.8000000000,-3.3500000000,,6364.7000000000,4816.9900000000,-1957.1900000000,,1.0000000000,6429.0000000000,,,4449.0000000000,81.0000000000,,942.0000000000,,-104.0000000000,290.9058200000,,14.2910000000,1.0
,,CANDIDATE,0.91,,0.0,0.0,0.0,1.8170798490,0.0073160000,,131.9050900000,,-0.0032400000,276.0000000000,189.0000000000,-276.0000000000,889.0000000000,136.0000000000,-136.0000000000,204.6000000000,25.2000000000,-25.2000000000,1.3900000000,0.4500000000,-0.1400000000,1454.0000000000,1056.3900000000,,-324.2500000000,,1.0000000000,5808.0000000000,162.0000000000,,,39.0000000000,,,309.0000000000,-96.0000000000,282.5586900000,48.6309700000,15591.0000000000,
,11071207,FALSE POSITIVE,0.0,1.0,0.0,0.0,0.0,,0.0000002670,-0.0000002670,138.6541935000,0.0000264000,-0.0000264000,671.0000000000,,-4.0000000000,6.0048800000,0.0007700000,-0.0007700000,279650.0000000000,27.0000000000,-27.0000000000,,,,1247.0000000000,571.1000000000,456.3500000000,-271.9600000000,5246.5000000000,1.0000000000,6698.0000000000,169.0000000000,,4171.0000000000,185.0000000000,-185.0000000000,1485.0000000000,0.4100000000,,284.4177900000,48.6809080000,13831.0000000000,1.0
8187,11124509,FALSE POSITIVE,0.0,0.0,1.0,0.0,,,0.0017940000,-0.0017940000,135.7301110000,0.0003210000,-0.0003210000,1277.0000000000,,-232.0000000000,2558.0000000000,17.0000000000,-17.0000000000,5663.8000000000,,-36.7000000000,36.1500000000,9.2800000000,-3.3200000000,,,200.8200000000,-71.7000000000,178.3000000000,1.0000000000,5615.0000000000,,-169.0000000000,4504.0000000000,0.0600000000,-0.1800000000,,229.0000000000,-82.0000000000,,48.7080800000,14735.0000000000,1.0
8190,,FALSE POSITIVE,,0.0,0.0,1.0,1.0,1.2277510500,,-0.0000051360,132.5634600000,,-0.0032800000,262.0000000000,193.0000000000,-262.0000000000,1602.0000000000,109.0000000000,,,20.0000000000,-20.0000000000,1.0000000000,0.0900000000,-0.0700000000,1094.0000000000,340.6400000000,119.6600000000,-76.2300000000,20.3000000000,1.0000000000,4551.0000000000,135.0000000000,-135.0000000000,4713.0000000000,32.0000000000,-0.0520000000,0.5600000000,54.0000000000,-36.0000000000,289.0447700000,51.4153790000,15715.0000000000,
8192,,FALSE POSITIVE,0.0,0.0,,0.0,0.0,7.2147213930,,,,0.0001040000,-0.0001040000,898.0000000000,296.0000000000,-15.0000000000,,,-0.0047300000,46802.0000000000,80.9000000000,-80.9000000000,16.7900000000,1.1200000000,-1.1300000000,630.0000000000,,10.9200000000,-8.4600000000,582.0000000000,1.0000000000,4705.0000000000,153.0000000000,-139.0000000000,4.6960000000,0.0520000000,-0.0280000000,552.0000000000,37.0000000000,-37.0000000000,291.0823100000,,14853.0000000000,
8194,2437112,FALSE POSITIVE,0.0,1.0,0.0,,0.0,3.1874090700,0.0896800000,-0.0896800000,132.8032000000,0.0207000000,-0.0207000000,144.0000000000,332.0000000000,-144.0000000000,,674.0000000000,,137.5000000000,17.7000000000,-17.7000000000,0.8100000000,0.0700000000,-0.0700000000,919.0000000000,168.4300000000,55.7600000000,-44.2400000000,9.2000000000,3.0000000000,4808.0000000000,146.0000000000,-146.0000000000,4.5890000000,45.0000000000,-0.0410000000,715.0000000000,62.0000000000,-62.0000000000,290.2036100000,37.7743420000,16153.0000000000,
8198,,CANDIDATE,409,,,0.0,0.0,8.1961976800,,-0.0632600000,135.1043500000,0.0065100000,-0.0065100000,781.0000000000,186.0000000000,,2109.0000000000,245.0000000000,-245.0000000000,197.4000000000,25.4000000000,-25.4000000000,1.5500000000,,-0.2100000000,851.0000000000,,38.4400000000,-36.6900000000,,,5323.0000000000,79.0000000000,-79.0000000000,4378.0000000000,126.0000000000,,995.0000000000,111.0000000000,-135.0000000000,,39.0960500000,,2.0
,5078025,,0.0,1.0,0.0,1.0,1.0,0.6962900950,0.0045870000,,131.5267600000,,-0.0058900000,1123.0000000000,294.0000000000,-142.0000000000,3839.0000000000,324.0000000000,,120.5000000000,7.7000000000,,12.6300000000,4.0200000000,-1.0100000000,1969.0000000000,,3305.1600000000,-886.1400000000,19.4000000000,,5904.0000000000,160.0000000000,-178.0000000000,4543.0000000000,39.0000000000,-221.0000000000,867.0000000000,276.0000000000,-69.0000000000,283.7237900000,,15034.0000000000,1.0
8200,3733638,CANDIDATE,,0.0,0.0,0.0,0.0,10.0714369000,0.0001678000,-0.0001678000,,0.0162000000,-0.0162000000,6.0000000000,0.4600000000,-6.0000000000,6891.0000000000,488.0000000000,-488.0000000000,,5.4000000000,,1.9800000000,0.5600000000,-1.3100000000,,814.4600000000,,-731.1000000000,10.8000000000,1.0000000000,5768.0000000000,192.0000000000,-157.0000000000,3633.0000000000,816.0000000000,-192.0000000000,2.8100000000,797.0000000000,-1.8600000000,287.2235100000,,13.4720000000,2.0
8203,3757588,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,24.0900206500,0.0295900000,-0.0295900000,154.2853230000,0.0009850000,-0.0009850000,946.0000000000,18.0000000000,-12.0000000000,11.0494000000,,-0.0821000000,6782.2000000000,40.2000000000,-40.2000000000,9.3900000000,1.4900000000,,,21.8500000000,11.5900000000,-7.2200000000,252.3000000000,1.0000000000,5354.0000000000,177.0000000000,-160.0000000000,,105.0000000000,-0.1160000000,804.0000000000,128.0000000000,-105.0000000000,,38.8931620000,14.9400000000,1.0
8204,3766353,FALSE POSITIVE,0.0,,,,,2.6669616140,0.0000008040,-0.0000008040,133.7190650000,0.0002540000,-0.0002540000,1276.0000000000,,-108.0000000000,2.4774000000,0.0146000000,-0.0146000000,7583.4000000000,37.5000000000,-37.5000000000,40.6800000000,14.9500000000,-3.5100000000,,1104.2600000000,1164.2800000000,-297.0100000000,249.5000000000,1.0000000000,6609.0000000000,,-216.0000000000,4484.0000000000,0.0400000000,-0.2290000000,974.0000000000,358.0000000000,-84.0000000000,,38.8942600000,13968.0000000000,1.0
8207,5021732,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,15.0394645230,,-0.0019670000,144.1372520000,0.0001070000,-0.0001070000,998.0000000000,203.0000000000,-2.0000000000,5.3979600000,0.0074000000,-0.0074000000,,66.5000000000,,,16.8600000000,-7.8500000000,877.0000000000,139.9500000000,131.9400000000,-50.9400000000,1133.5000000000,1.0000000000,6410.0000000000,162.0000000000,-194.0000000000,4329.0000000000,,-195.0000000000,,384.0000000000,,294.7312000000,40.1504900000,13623.0000000000,
8208,5022900,FALSE POSITIVE,0.0,1.0,0.0,1.0,0.0,1.0568028700,0.0219400000,-0.0219400000,131682.0000000000,19.0000000000,-19.0000000000,563.0000000000,424.0000000000,,5748.0000000000,695.0000000000,-695.0000000000,,11.3000000000,-11.3000000000,0.8300000000,0.2200000000,,,1686.8800000000,,-462.3100000000,10.9000000000,1.0000000000,5584.0000000000,166.0000000000,-183.0000000000,4532.0000000000,,-184.0000000000,885.0000000000,237.0000000000,-79.0000000000,295.0111400000,40.1514020000,,1.0
8209,5024126,FALSE POSITIVE,0.0,0.0,1.0,1.0,1.0,0.7871221020,,-0.0000013290,131.7368700000,0.0015800000,,,734.0000000000,,3.0999000000,,,,12.5000000000,-12.5000000000,20.7600000000,2.9100000000,-2.1900000000,1655.0000000000,1775.0500000000,913.7300000000,-526.2900000000,,1.0000000000,5210.0000000000,203.0000000000,-166.0000000000,,,-0.0820000000,799.0000000000,112.0000000000,-84.0000000000,295.2737400000,,15626.0000000000,1.0
8212,5647638,FALSE POSITIVE,,1.0,0.0,0.0,,1.2160787300,0.0389200000,-0.0389200000,132.4476000000,0.0181000000,-0.0181000000,,11.0000000000,-764.0000000000,4686.0000000000,,-417.0000000000,,4.6000000000,-4.6000000000,1.9200000000,,-1.0200000000,2803.0000000000,,8738.4200000000,-11777.8100000000,11.2000000000,1.0000000000,6234.0000000000,194.0000000000,-213.0000000000,3741.0000000000,612.0000000000,-0.1080000000,2.5000000000,475.0000000000,-1331.0000000000,,40.8389090000,13333.0000000000,1.0
8213,,FALSE POSITIVE,0.0,0.0,1.0,,0.0,38.4953698500,,,152.8494300000,0.0020800000,-0.0020800000,1013.0000000000,112.0000000000,-77.0000000000,12.8716000000,0.0772000000,-0.0772000000,93327.0000000000,149.0000000000,-149.0000000000,,,,824.0000000000,109.1300000000,72.2400000000,-84.4700000000,201.9000000000,1.0000000000,6050.0000000000,192.0000000000,,3823.0000000000,496.0000000000,,2345.0000000000,495.0000000000,-1156.0000000000,299702.0000000000,40.8962710000,13173.0000000000,1.0
8214,5686974,FALSE POSITIVE,0.0,0.0,0.0,0.0,,4.1822441600,,-0.0512400000,134.0885000000,,-0.0117000000,,23.0000000000,-758.0000000000,,208.0000000000,-208.0000000000,57.2000000000,4.3000000000,-4.3000000000,,0.3100000000,-0.1600000000,1206.0000000000,500.7000000000,414.8400000000,,13.8000000000,1.0000000000,6057.0000000000,,,4.3920000000,128.0000000000,-192.0000000000,,282.0000000000,-152.0000000000,284.8755800000,40.9844280000,13.7320000000,
8215,,FALSE POSITIVE,0.0,0.0,1.0,1.0,0.0,0.6430028210,0.0000000790,-0.0000000790,,,-0.0001000000,1261.0000000000,442.0000000000,-172.0000000000,,0.0066100000,-0.0066100000,,15.3000000000,-15.3000000000,36.8200000000,,-8.2400000000,2188.0000000000,5409.3900000000,5461.2000000000,-2486.3900000000,,1.0000000000,5681.0000000000,169.0000000000,-152.0000000000,4315.0000000000,,,1036.0000000000,,-232.0000000000,289.0711100000,40.9788090000,14.9840000000,1.0
,6665064,,267,1.0,0.0,,0.0,24.9960680000,0.0038030000,-0.0038030000,,0.0227000000,-0.0227000000,409.0000000000,51.0000000000,-409.0000000000,5623.0000000000,387.0000000000,-387.0000000000,621.7000000000,70.3000000000,,2.4000000000,0.3600000000,,604.0000000000,31.4300000000,12.4100000000,,,2.0000000000,5761.0000000000,78.0000000000,-78.0000000000,4492.0000000000,0.0220000000,-0.1200000000,956.0000000000,143.0000000000,-48.0000000000,281.6499900000,,15183.0000000000,1.0
8222,6670610,,,,0.0,0.0,0.0,8.9429645000,0.0001293000,-0.0001293000,137.2637300000,,-0.0090800000,88.0000000000,505.0000000000,-88.0000000000,,699.0000000000,-699.0000000000,233.5000000000,72.5000000000,-72.5000000000,0.8900000000,0.0600000000,-0.1000000000,536.0000000000,19.5100000000,,-5.9300000000,,1.0000000000,4183.0000000000,,-138.0000000000,,0.0560000000,,594.0000000000,43.0000000000,,284.2749900000,42.1237790000,,
